stage17_run_id,cell_index,cell_id,fidelity_numerator,fidelity_denominator,distinctness_numerator,distinctness_denominator,transfer_execution_mode,source_stage,source_run_id,circuit_id,q1_fidelity,q2_fidelity,q3_fidelity,q4_fidelity,q1_accuracy,q2_accuracy,q3_accuracy,q4_accuracy,q1_cross_entropy,q2_cross_entropy,q3_cross_entropy,q4_cross_entropy,q1_kl_divergence,q2_kl_divergence,q3_kl_divergence,q4_kl_divergence,q1_jensen_shannon_divergence,q2_jensen_shannon_divergence,q3_jensen_shannon_divergence,q4_jensen_shannon_divergence
stage17-sensitivity-s1-7801e7938531,4,s1-step9050-f17of20-d1of4,17,20,1,4,fresh_execution,,,C1,0.8805786395814097,0.8771929824561403,0.87531328320802,0.7697704081632653,0.8793474915358572,0.8771929824561403,0.87531328320802,0.7697704081632653,0.4018967853017242,0.43281711534745454,0.43336128767036836,0.7270394100978917,0.39650246476316336,0.4301282823308893,0.4306934006753145,0.723530237212205,0.11169203991981587,0.12322110376513173,0.12328528782258193,0.1796487353139492
stage17-sensitivity-s1-7801e7938531,4,s1-step9050-f17of20-d1of4,17,20,1,4,fresh_execution,,,C2,0.8716528162511542,0.8612155388471178,0.8637218045112782,0.8042091836734694,0.871037242228378,0.8612155388471178,0.8637218045112782,0.8042091836734694,0.47938674590091634,0.5225035359666559,0.5206653197513477,0.7001006238593822,0.4743418122025483,0.5191468740320712,0.5172464898222959,0.6965907793296352,0.13313935990519038,0.14463294006072874,0.144215060462094,0.18175227550926007
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,17,20,1,2,fresh_execution,,,C1,0.8805786395814097,0.8771929824561403,0.87531328320802,0.7697704081632653,0.8793474915358572,0.8771929824561403,0.87531328320802,0.7697704081632653,0.4018967853017242,0.43281711534745454,0.43336128767036836,0.7270394100978917,0.39650246476316336,0.4301282823308893,0.4306934006753145,0.723530237212205,0.11169203991981587,0.12322110376513173,0.12328528782258193,0.1796487353139492
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,17,20,1,2,fresh_execution,,,C2,0.8716528162511542,0.8612155388471178,0.8637218045112782,0.8042091836734694,0.871037242228378,0.8612155388471178,0.8637218045112782,0.8042091836734694,0.47938674590091634,0.5225035359666559,0.5206653197513477,0.7001006238593822,0.4743418122025483,0.5191468740320712,0.5172464898222959,0.6965907793296352,0.13313935990519038,0.14463294006072874,0.144215060462094,0.18175227550926007
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,17,20,1,2,fresh_execution,,,C3,0.8279470606340412,0.8637218045112782,0.8640350877192983,0.8466198979591837,0.8285626346568175,0.8637218045112782,0.8640350877192983,0.8466198979591837,0.5971343396477244,0.5113254720790826,0.5095204434080717,0.5747884536107988,0.593207603357896,0.5077466317483502,0.5059710535430284,0.5717145592898584,0.16088267256135186,0.14413794724221207,0.14377456377211015,0.15645892080075954
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,17,20,1,2,fresh_execution,,,C4,0.8627269929208987,0.8627819548872181,0.8602756892230576,0.8185586734693877,0.8614958448753463,0.8627819548872181,0.8602756892230576,0.8185586734693877,0.5251243229064935,0.5522092596556353,0.5503632123545025,0.6582639906816105,0.5192964418228598,0.5490848528327655,0.5471732250915986,0.6551672813522406,0.14335173035322782,0.15289861481663816,0.1523067490665629,0.17346712856487548
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,17,20,1,2,fresh_execution,,,C5,0.8744228993536473,0.8546365914786967,0.8533834586466166,0.8176020408163265,0.8750384733764235,0.8546365914786967,0.8533834586466166,0.8176020408163265,0.4499109678601297,0.5307516279346742,0.5323614271324654,0.6170242676425357,0.4462382945018325,0.5278833903167129,0.5295146808060949,0.612989357060449,0.12323786380040525,0.14748455954620904,0.14759195471461317,0.16403949832431175
stage17-sensitivity-s1-7801e7938531,5,s1-step9050-f17of20-d1of2,17,20,1,2,fresh_execution,,,C6,0.8734995383194829,0.8540100250626567,0.856829573934837,0.8258928571428571,0.8728839642967067,0.8540100250626567,0.856829573934837,0.8258928571428571,0.49388136667229604,0.5525787376604727,0.5518177572300481,0.5978111890862868,0.4883583225956466,0.549312845552061,0.5485042469529395,0.5951295944245597,0.13395218988550106,0.15309379817153967,0.15268832721025283,0.16114717305209775
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,17,20,3,4,fresh_execution,,,C1,0.8805786395814097,0.8771929824561403,0.87531328320802,0.7697704081632653,0.8793474915358572,0.8771929824561403,0.87531328320802,0.7697704081632653,0.4018967853017242,0.43281711534745454,0.43336128767036836,0.7270394100978917,0.39650246476316336,0.4301282823308893,0.4306934006753145,0.723530237212205,0.11169203991981587,0.12322110376513173,0.12328528782258193,0.1796487353139492
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,17,20,3,4,fresh_execution,,,C2,0.8716528162511542,0.8612155388471178,0.8637218045112782,0.8042091836734694,0.871037242228378,0.8612155388471178,0.8637218045112782,0.8042091836734694,0.47938674590091634,0.5225035359666559,0.5206653197513477,0.7001006238593822,0.4743418122025483,0.5191468740320712,0.5172464898222959,0.6965907793296352,0.13313935990519038,0.14463294006072874,0.144215060462094,0.18175227550926007
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,17,20,3,4,fresh_execution,,,C3,0.8279470606340412,0.8637218045112782,0.8640350877192983,0.8466198979591837,0.8285626346568175,0.8637218045112782,0.8640350877192983,0.8466198979591837,0.5971343396477244,0.5113254720790826,0.5095204434080717,0.5747884536107988,0.593207603357896,0.5077466317483502,0.5059710535430284,0.5717145592898584,0.16088267256135186,0.14413794724221207,0.14377456377211015,0.15645892080075954
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,17,20,3,4,fresh_execution,,,C4,0.8627269929208987,0.8627819548872181,0.8602756892230576,0.8185586734693877,0.8614958448753463,0.8627819548872181,0.8602756892230576,0.8185586734693877,0.5251243229064935,0.5522092596556353,0.5503632123545025,0.6582639906816105,0.5192964418228598,0.5490848528327655,0.5471732250915986,0.6551672813522406,0.14335173035322782,0.15289861481663816,0.1523067490665629,0.17346712856487548
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,17,20,3,4,fresh_execution,,,C5,0.8744228993536473,0.8546365914786967,0.8533834586466166,0.8176020408163265,0.8750384733764235,0.8546365914786967,0.8533834586466166,0.8176020408163265,0.4499109678601297,0.5307516279346742,0.5323614271324654,0.6170242676425357,0.4462382945018325,0.5278833903167129,0.5295146808060949,0.612989357060449,0.12323786380040525,0.14748455954620904,0.14759195471461317,0.16403949832431175
stage17-sensitivity-s1-7801e7938531,6,s1-step9050-f17of20-d3of4,17,20,3,4,fresh_execution,,,C6,0.8734995383194829,0.8540100250626567,0.856829573934837,0.8258928571428571,0.8728839642967067,0.8540100250626567,0.856829573934837,0.8258928571428571,0.49388136667229604,0.5525787376604727,0.5518177572300481,0.5978111890862868,0.4883583225956466,0.549312845552061,0.5485042469529395,0.5951295944245597,0.13395218988550106,0.15309379817153967,0.15268832721025283,0.16114717305209775
stage17-sensitivity-s1-7801e7938531,7,s1-step9050-f9of10-d1of4,9,10,1,4,fresh_execution,,,C1,0.8984302862419206,0.9191729323308271,0.9154135338345865,0.8676658163265306,0.8971991381963681,0.9191729323308271,0.9154135338345865,0.8676658163265306,0.36943446521268997,0.33870360575360053,0.33954362181110154,0.4781058771201148,0.36374731611581834,0.3359095893335406,0.3367769386699656,0.474383062645854,0.10340080487015023,0.09916182191970031,0.09939565987823014,0.1289620771959546
stage17-sensitivity-s1-7801e7938531,7,s1-step9050-f9of10-d1of4,9,10,1,4,fresh_execution,,,C2,0.90181594336719,0.9050751879699248,0.9082080200501254,0.8848852040816326,0.9024315173899662,0.9050751879699248,0.9082080200501254,0.8848852040816326,0.3905900711510455,0.40767815562211307,0.40706571661087,0.46570419577454103,0.3873089122983212,0.40425957658169265,0.4036259569130245,0.46236053865415705,0.11026878108392435,0.11857750732097681,0.11824885879463852,0.1278499581977434
stage17-sensitivity-s1-7801e7938531,7,s1-step9050-f9of10-d1of4,9,10,1,4,fresh_execution,,,C3,0.917513080947984,0.9010025062656641,0.900062656641604,0.8816964285714286,0.9168975069252078,0.9010025062656641,0.900062656641604,0.8816964285714286,0.34108464454203435,0.40551539988782764,0.4033460076577003,0.4513803678845789,0.33617425518762245,0.40256762967056564,0.4003726169189912,0.4489435088675589,0.09720011079256557,0.11560884979838303,0.11496457635060149,0.1229190912325087
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,9,10,1,2,fresh_execution,,,C1,0.8984302862419206,0.9191729323308271,0.9154135338345865,0.8676658163265306,0.8971991381963681,0.9191729323308271,0.9154135338345865,0.8676658163265306,0.36943446521268997,0.33870360575360053,0.33954362181110154,0.4781058771201148,0.36374731611581834,0.3359095893335406,0.3367769386699656,0.474383062645854,0.10340080487015023,0.09916182191970031,0.09939565987823014,0.1289620771959546
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,9,10,1,2,fresh_execution,,,C2,0.90181594336719,0.9050751879699248,0.9082080200501254,0.8848852040816326,0.9024315173899662,0.9050751879699248,0.9082080200501254,0.8848852040816326,0.3905900711510455,0.40767815562211307,0.40706571661087,0.46570419577454103,0.3873089122983212,0.40425957658169265,0.4036259569130245,0.46236053865415705,0.11026878108392435,0.11857750732097681,0.11824885879463852,0.1278499581977434
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,9,10,1,2,fresh_execution,,,C3,0.917513080947984,0.9010025062656641,0.900062656641604,0.8816964285714286,0.9168975069252078,0.9010025062656641,0.900062656641604,0.8816964285714286,0.34108464454203435,0.40551539988782764,0.4033460076577003,0.4513803678845789,0.33617425518762245,0.40256762967056564,0.4003726169189912,0.4489435088675589,0.09720011079256557,0.11560884979838303,0.11496457635060149,0.1229190912325087
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,9,10,1,2,fresh_execution,,,C4,0.8879655278547245,0.9179197994987469,0.9172932330827067,0.8772321428571429,0.8879655278547245,0.9179197994987469,0.9172932330827067,0.8772321428571429,0.3989249650503846,0.3647426066944137,0.36420260022035716,0.46214368775196946,0.39514361147551263,0.36157391095477515,0.36108722962451867,0.45881521158330263,0.11213320221938192,0.10480037419838843,0.1044593737264484,0.12809526268197446
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,9,10,1,2,fresh_execution,,,C5,0.9208987380732533,0.9122807017543859,0.9107142857142857,0.8558673469387755,0.9196675900277008,0.9122807017543859,0.9107142857142857,0.8558673469387755,0.3577651103171448,0.4009257088406791,0.39877941657656185,0.5287722713346391,0.3534685550570179,0.39762215856238237,0.39554145084648806,0.5250621165159943,0.10270941020983494,0.1160261069665291,0.11551818934918072,0.1430242619419477
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,9,10,1,2,fresh_execution,,,C6,0.9101261926746691,0.9078947368421053,0.9088345864661654,0.8730867346938775,0.9101261926746691,0.9078947368421053,0.9088345864661654,0.8730867346938775,0.3674623356079052,0.391087566330981,0.3867322272958438,0.4945797766932461,0.36269184660053244,0.3878759009245975,0.38354732008443115,0.4915092363460004,0.10216822587850057,0.11254167717806454,0.11143128350234595,0.13564662667289207
stage17-sensitivity-s1-7801e7938531,8,s1-step9050-f9of10-d1of2,9,10,1,2,fresh_execution,,,C7,0.9239766081871345,0.9025689223057645,0.9041353383458647,0.8727678571428571,0.9233610341643582,0.9022556390977443,0.9041353383458647,0.8727678571428571,0.34838204597267125,0.4087392054199302,0.40879721119076357,0.47478503962992485,0.34347224417416367,0.4051066508417535,0.40518825105973866,0.4714040501388349,0.09930425588210627,0.11563262541564474,0.11558582947657699,0.1297304204280935
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,9,10,3,4,fresh_execution,,,C1,0.8984302862419206,0.9191729323308271,0.9154135338345865,0.8676658163265306,0.8971991381963681,0.9191729323308271,0.9154135338345865,0.8676658163265306,0.36943446521268997,0.33870360575360053,0.33954362181110154,0.4781058771201148,0.36374731611581834,0.3359095893335406,0.3367769386699656,0.474383062645854,0.10340080487015023,0.09916182191970031,0.09939565987823014,0.1289620771959546
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,9,10,3,4,fresh_execution,,,C2,0.90181594336719,0.9050751879699248,0.9082080200501254,0.8848852040816326,0.9024315173899662,0.9050751879699248,0.9082080200501254,0.8848852040816326,0.3905900711510455,0.40767815562211307,0.40706571661087,0.46570419577454103,0.3873089122983212,0.40425957658169265,0.4036259569130245,0.46236053865415705,0.11026878108392435,0.11857750732097681,0.11824885879463852,0.1278499581977434
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,9,10,3,4,fresh_execution,,,C3,0.917513080947984,0.9010025062656641,0.900062656641604,0.8816964285714286,0.9168975069252078,0.9010025062656641,0.900062656641604,0.8816964285714286,0.34108464454203435,0.40551539988782764,0.4033460076577003,0.4513803678845789,0.33617425518762245,0.40256762967056564,0.4003726169189912,0.4489435088675589,0.09720011079256557,0.11560884979838303,0.11496457635060149,0.1229190912325087
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,9,10,3,4,fresh_execution,,,C4,0.8879655278547245,0.9179197994987469,0.9172932330827067,0.8772321428571429,0.8879655278547245,0.9179197994987469,0.9172932330827067,0.8772321428571429,0.3989249650503846,0.3647426066944137,0.36420260022035716,0.46214368775196946,0.39514361147551263,0.36157391095477515,0.36108722962451867,0.45881521158330263,0.11213320221938192,0.10480037419838843,0.1044593737264484,0.12809526268197446
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,9,10,3,4,fresh_execution,,,C5,0.9208987380732533,0.9122807017543859,0.9107142857142857,0.8558673469387755,0.9196675900277008,0.9122807017543859,0.9107142857142857,0.8558673469387755,0.3577651103171448,0.4009257088406791,0.39877941657656185,0.5287722713346391,0.3534685550570179,0.39762215856238237,0.39554145084648806,0.5250621165159943,0.10270941020983494,0.1160261069665291,0.11551818934918072,0.1430242619419477
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,9,10,3,4,fresh_execution,,,C6,0.9101261926746691,0.9078947368421053,0.9088345864661654,0.8730867346938775,0.9101261926746691,0.9078947368421053,0.9088345864661654,0.8730867346938775,0.3674623356079052,0.391087566330981,0.3867322272958438,0.4945797766932461,0.36269184660053244,0.3878759009245975,0.38354732008443115,0.4915092363460004,0.10216822587850057,0.11254167717806454,0.11143128350234595,0.13564662667289207
stage17-sensitivity-s1-7801e7938531,9,s1-step9050-f9of10-d3of4,9,10,3,4,fresh_execution,,,C7,0.9239766081871345,0.9025689223057645,0.9041353383458647,0.8727678571428571,0.9233610341643582,0.9022556390977443,0.9041353383458647,0.8727678571428571,0.34838204597267125,0.4087392054199302,0.40879721119076357,0.47478503962992485,0.34347224417416367,0.4051066508417535,0.40518825105973866,0.4714040501388349,0.09930425588210627,0.11563262541564474,0.11558582947657699,0.1297304204280935
stage17-sensitivity-s1-7801e7938531,10,s1-step9050-f19of20-d1of4,19,20,1,4,fresh_execution,,,C1,0.9569098184056632,0.9539473684210527,0.9526942355889725,0.9397321428571429,0.9556786703601108,0.9539473684210527,0.9526942355889725,0.9397321428571429,0.21829143249062266,0.21934422541713433,0.2204909174013243,0.2662385790195763,0.21287827563826506,0.21651230607876645,0.21766129657488892,0.26335046828181446,0.06309063556381334,0.06578201353111471,0.06604059795697079,0.07644072980430931
stage17-sensitivity-s1-7801e7938531,10,s1-step9050-f19of20-d1of4,19,20,1,4,fresh_execution,,,C2,0.9504462911665128,0.9573934837092731,0.9533208020050126,0.939094387755102,0.9492151431209603,0.9573934837092731,0.9533208020050126,0.939094387755102,0.274490044159578,0.26880059028155273,0.2712298244075777,0.29891877651628385,0.26970397155726,0.26564963748219705,0.26811661560146377,0.29645718615026395,0.0809921762466119,0.08069811731890786,0.08118581439584362,0.08787758817458771
stage17-sensitivity-s1-7801e7938531,10,s1-step9050-f19of20-d1of4,19,20,1,4,fresh_execution,,,C3,0.9556786703601108,0.9555137844611529,0.956453634085213,0.9320790816326531,0.9550630963373345,0.9552005012531328,0.956140350877193,0.9320790816326531,0.2142501388456757,0.22153857703404956,0.21895117947171325,0.26317469390023596,0.20985911835655968,0.21842813507497022,0.21594109744302545,0.26001892563202517,0.06284557462705861,0.06584936603626713,0.0651709256936794,0.07508610176349678
stage17-sensitivity-s1-7801e7938531,10,s1-step9050-f19of20-d1of4,19,20,1,4,fresh_execution,,,C4,0.9569098184056632,0.956453634085213,0.9580200501253133,0.9317602040816326,0.9575253924284395,0.956453634085213,0.9580200501253133,0.9317602040816326,0.21789938024684744,0.2503226377005748,0.2496482092237385,0.30761216118335305,0.21344228190348968,0.24765678594669344,0.24705944875448718,0.30519318245176097,0.06536664331248869,0.07513792949998617,0.07489141706089829,0.08918760015191361
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,1,2,fresh_execution,,,C1,0.9569098184056632,0.9539473684210527,0.9526942355889725,0.9397321428571429,0.9556786703601108,0.9539473684210527,0.9526942355889725,0.9397321428571429,0.21829143249062266,0.21934422541713433,0.2204909174013243,0.2662385790195763,0.21287827563826506,0.21651230607876645,0.21766129657488892,0.26335046828181446,0.06309063556381334,0.06578201353111471,0.06604059795697079,0.07644072980430931
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,1,2,fresh_execution,,,C2,0.9504462911665128,0.9573934837092731,0.9533208020050126,0.939094387755102,0.9492151431209603,0.9573934837092731,0.9533208020050126,0.939094387755102,0.274490044159578,0.26880059028155273,0.2712298244075777,0.29891877651628385,0.26970397155726,0.26564963748219705,0.26811661560146377,0.29645718615026395,0.0809921762466119,0.08069811731890786,0.08118581439584362,0.08787758817458771
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,1,2,fresh_execution,,,C3,0.9556786703601108,0.9555137844611529,0.956453634085213,0.9320790816326531,0.9550630963373345,0.9552005012531328,0.956140350877193,0.9320790816326531,0.2142501388456757,0.22153857703404956,0.21895117947171325,0.26317469390023596,0.20985911835655968,0.21842813507497022,0.21594109744302545,0.26001892563202517,0.06284557462705861,0.06584936603626713,0.0651709256936794,0.07508610176349678
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,1,2,fresh_execution,,,C4,0.9569098184056632,0.956453634085213,0.9580200501253133,0.9317602040816326,0.9575253924284395,0.956453634085213,0.9580200501253133,0.9317602040816326,0.21789938024684744,0.2503226377005748,0.2496482092237385,0.30761216118335305,0.21344228190348968,0.24765678594669344,0.24705944875448718,0.30519318245176097,0.06536664331248869,0.07513792949998617,0.07489141706089829,0.08918760015191361
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,1,2,fresh_execution,,,C5,0.9461372730070791,0.9614661654135338,0.9602130325814536,0.9327168367346939,0.9461372730070791,0.9617794486215538,0.9605263157894737,0.9320790816326531,0.2416400605525711,0.22123011383182029,0.22018092393879266,0.2550788765909744,0.23776027013274986,0.2186762564672425,0.2176313217988195,0.25251449528068476,0.07079955774720025,0.0669957870198738,0.06664292019527301,0.07386671669759988
stage17-sensitivity-s1-7801e7938531,11,s1-step9050-f19of20-d1of2,19,20,1,2,fresh_execution,,,C6,0.9538319482917821,0.949874686716792,0.9473684210526315,0.9492984693877551,0.9544475223145583,0.949874686716792,0.9473684210526315,0.9492984693877551,0.21939454117846963,0.25460991411298295,0.2548243445318446,0.2629698310283996,0.21669628879255395,0.2514181945273634,0.25155959559200575,0.26043530514940655,0.06566324140386469,0.07546458327545254,0.07551511875473509,0.07774491633234235
